Name,Description,engunits
11HBK10CT024XQ50_I_UTGB_PI09,UTE-TRI: temperatura costado HRSG 11HAH : dentro da faixa : medição 15,°C
11HBK10CT024XU01_I_UTGB_PI09,UTE-TRI: status temperatura costado HRSG 11HAH : dentro da faixa : medição 15,none
11HBK10CT025XQ50_I_UTGB_PI09,UTE-TRI: temperatura costado HRSG 11HAH : dentro da faixa : medição 16,°C
11HBK10CT025XU01_I_UTGB_PI09,UTE-TRI: status temperatura costado HRSG 11HAH : dentro da faixa : medição 16,none
11HBK10CT026XQ50_I_UTGB_PI09,UTE-TRI: temperatura costado HRSG 11HAH : dentro da faixa : medição 17,°C
11HBK10CT026XU01_I_UTGB_PI09,UTE-TRI: status temperatura costado HRSG 11HAH : dentro da faixa : medição 17,none
11HBK10CT027XQ50_I_UTGB_PI09,UTE-TRI: temperatura costado HRSG 11HAH : dentro da faixa : medição 18,°C
11HBK10CT027XU01_I_UTGB_PI09,UTE-TRI: status temperatura costado HRSG 11HAH : dentro da faixa : medição 18,none
11HBK10CT028XQ50_I_UTGB_PI09,UTE-TRI: temperatura costado HRSG 11HAH : dentro da faixa : medição 19,°C
11HBK10CT028XU01_I_UTGB_PI09,UTE-TRI: status temperatura costado HRSG 11HAH : dentro da faixa : medição 19,none
11HBK10CT029XQ50_I_UTGB_PI09,UTE-TRI: temperatura costado HRSG 11HAH : dentro da faixa : medição 20,°C
11HBK10CT029XU01_I_UTGB_PI09,UTE-TRI: status temperatura costado HRSG 11HAH : dentro da faixa : medição 20,none
11HBK10CT030XQ50_I_UTGB_PI09,UTE-TRI: temperatura costado HRSG 11HAH : dentro da faixa : medição 21,°C
11HBK10CT030XU01_I_UTGB_PI09,UTE-TRI: status temperatura costado HRSG 11HAH : dentro da faixa : medição 21,none
11HBK10CT031XQ50_I_UTGB_PI09,UTE-TRI: Temperatura dos Gases de Exaustão Antes do evaporador 1,°C
11HBK10CT032XQ50_I_UTGB_PI09,UTE-TRI: Temperatura dos Gases de Exaustão apos o Evaporador 1,°C
11HBK10CT033XQ50_I_UTGB_PI09,UTE-TRI: Temperatura dos Gases de Exaustão da Caldeira,°C
11HBK10CT034XQ50_I_UTGB_PI09,UTE-TRI: Temperatura dos Gases de Exaustão da Caldeira,°C
11HBK10CT901XJ60_I_UTGB_PI09,UTE-TRI: temperatura média costado HRSG 11HAH : valores válidos,°C
11HBK10CT901XQ50_I_UTGB_PI09,UTE-TRI: Temperatura Media dos Gases de Exaustão apos a Q.S.,°C
11HBK10CT902XJ60_I_UTGB_PI09,UTE-TRI: temperatura máxima costado HRSG 11HAH : valores válidos,°C
11HBK10CT902XQ50_I_UTGB_PI09,UTE-TRI: Temperatura Maxima dos Gases de Exaustão apos a Q.S.,°C
11HBK10CT903XJ60_I_UTGB_PI09,UTE-TRI: temperatura limite máximo permitido HRSG 11HAH,°C
11HBK10CT904XJ60_I_UTGB_PI09,UTE-TRI: temperatura limite mínimo permitido HRSG 11HAH,°C
11HBK10EA201XU01_I_UTGB_PI09,UTE-TRI: status temperatura costado HRSG 11HAH : dentro da faixa : medição 22,none
11HJA10AA003XB02_I_UTGB_PI09,UTE-TRI: posição válvula 01 linha principal queimadores HRSG 11HAH,none
11HJA10AA003XB91_I_UTGB_PI09,UTE-TRI: posição válvula 01 linha principal queimadores HRSG 11HAH,none
11HJA10AA004XB02_I_UTGB_PI09,UTE-TRI: posição válvula 02 linha principal queimadores HRSG 11HAH,none
11HJA10AA004XB91_I_UTGB_PI09,UTE-TRI: posição válvula 02 linha principal queimadores HRSG 11HAH,none
11HJA10AA151XB03_I_UTGB_PI09,UTE-TRI: status posição mínima válvula de controle linha principal queimadores HRSG 11HAH,none
11HJA10AA151XQ50_I_UTGB_PI09,UTE-TRI: percentual abertura válvula controle queima suplementar caldeira 11,%
11HJA10AA251XB01_I_UTGB_PI09,UTE-TRI: posição válvula de vent linha principal queimadores HRSG 11HAH : digitalset Fechada_Aberta,none
11HJA10AA251XB02_I_UTGB_PI09,UTE-TRI: posição válvula de vent linha principal queimadores HRSG 11HAH : digitalset Aberta_Fechada,none
11HJA10AA251XB92_I_UTGB_PI09,UTE-TRI: posição válvula de vent linha principal queimadores HRSG 11HAH,none
11HJA10CF001XQ50_I_UTGB_PI09,UTE-TRI: vazão volumétrica instantânea GN queima suplementar HRSG 11HAH,m3/s
11HJA10CK001XJ60_I_UTGB_PI09,UTE-TRI: tempo purga HRSG 11HAH,ms
11HJA10CP001XQ50_I_UTGB_PI09,UTE-TRI: pressão GN queima suplementar HRSG 11HAH,bar
11HJA10CP201XH02_I_UTGB_PI09,UTE-TRI: status baixa pressão GN após medidor de vazão HRSG 11HAH : medição 1,none
11HJA10CP203XH01_I_UTGB_PI09,UTE-TRI: status alta pressão GN após medidor de vazão HRSG 11HAH,none
11HJA10CP203XH02_I_UTGB_PI09,UTE-TRI: status baixa pressão GN após medidor de vazão HRSG 11HAH : medição 2,none
11HJA10CP203XQ50_I_UTGB_PI09,UTE-TRI: pressão GN após medidor de vazão HRSG 11HAH,bar
11HJA10CP204XH01_I_UTGB_PI09,UTE-TRI: status alta pressão GN após válvula de controle HRSG 11HAH,none
11HJA10CP204XQ50_I_UTGB_PI09,UTE-TRI: pressão GN linha queimadores HRSG 11HAH,bar
11HJA10CT001XQ50_I_UTGB_PI09,UTE-TRI: temperatura GN queima suplementar HRSG 11HAH,°C
11HJA10DU100LL_I_UTGB_PI09,UTE-TRI: percentual abertura válvula controle queima suplementar - limite inferior caldeira 11,%
11HJA10DU100UL_I_UTGB_PI09,UTE-TRI: percentual abertura válvula controle queima suplementar - limite superior caldeira 11,%
11HJA10DU100XE04_I_UTGB_PI09,UTE-TRI: percentual comandado abertura válvula controle queima suplementar caldeira 11,%
11HJA10DU100XE60_I_UTGB_PI09,UTE-TRI: percentual abertura válvula controle queima suplementar - medição principal caldeira 11,%
11HJA10DU100XE61_I_UTGB_PI09,UTE-TRI: percentual abertura válvula controle queima suplementar - medição auxiliar caldeira 11,%
11HJA10EA001XD01_I_UTGB_PI09,UTE-TRI: status sensores temperatura costado HRSG 11HAH : nenhum fora da faixa,none
11HJA10EA002XD01_I_UTGB_PI09,UTE-TRI: status temperatura costado HRSG 11HAH : dentro da faixa : medição 23,none
11HJA10EA003XD01_I_UTGB_PI09,UTE-TRI: status temperatura costado HRSG 11HAH : dentro da faixa : medição 24,none
11HJA10EA006XG01_I_UTGB_PI09,UTE-TRI: Estado queimador Combustível Adicional HRSG11,none
11HJA10EA006XJ60_I_UTGB_PI09,UTE-TRI: número queimadores em operação HRSG 11HAH,none
11HJA10EA011XD01_I_UTGB_PI09,UTE-TRI: status botão de parada queima suplementar HRSG 11HAH,none
11HJA10EA012XD01_I_UTGB_PI09,UTE-TRI: status chave Local-Remoto HRSG 11HAH,none
11HJA10EA016XD01_I_UTGB_PI09,UTE-TRI: status purga em curso HRSG 11HAH,none
11HJA10EA017XD01_I_UTGB_PI09,UTE-TRI: status purga concluída HRSG 11HAH,none
11HJA10EA018XD01_I_UTGB_PI09,UTE-TRI: status purga iniciada HRSG 11HAH,none
11HJA10EG003XG01_I_UTGB_PI09,UTE-TRI: status saídas CLP de estabilização HRSG 11HAH,none
11HJA10EG004XG01_I_UTGB_PI09,UTE-TRI: status alimentação 125 V e 24 V controle presente HRSG 11HAH,none
11HJA10EG005XG01_I_UTGB_PI09,UTE-TRI: status botão de parada de emergência queima suplementar HRSG 11HAH,none
11HJA10EG006XG01_I_UTGB_PI09,UTE-TRI: status permissão de partida queima suplementar HRSG 11HAH,none
11HJA10EG007XG01_I_UTGB_PI09,UTE-TRI: status botão de reset queima suplementar HRSG 11HAH,none
11HJA10EX001XU01_I_UTGB_PI09,UTE-TRI: status canal 01 trip pelo DCS 2/3 (2oo3) HRSG 11HAH,none
11HJA10EX002XU01_I_UTGB_PI09,UTE-TRI: status canal 02 trip pelo DCS 2/3 (2oo3) HRSG 11HAH,none
11HJA10EX014XU01_I_UTGB_PI09,UTE-TRI: status falha chama de ignição queima suplementar HRSG 11HAH,none
11HJA10EX015XU01_I_UTGB_PI09,UTE-TRI: status falha chama principal queima suplementar HRSG 11HAH,none
11HJA10EX016XU01_I_UTGB_PI09,UTE-TRI: status tempo ignição excedido queima suplementar HRSG 11HAH,none
11HJA10EX017XU01_I_UTGB_PI09,UTE-TRI: status trip reserva HRSG 11HAH,none
11HJA10FF901XJ60_I_UTGB_PI09,UTE-TRI: vazão volumétrica instantânea GN queima suplementar CNTP HRSG 11HAH,m3/s
11HJA10FF901XQ50_I_UTGB_PI09,UTE-TRI: vazão volumétrica instantânea GN para queima suplementar HRSG 11HAH [m3/h],m3/h
11HJA11AA003XB91_I_UTGB_PI09,UTE-TRI: posição válvula 01 linha pilotos HRSG 11HAH,none
11HJA11AA004XB91_I_UTGB_PI09,UTE-TRI: posição válvula 02 linha pilotos HRSG 11HAH,none
11HJA11AA251XB92_I_UTGB_PI09,UTE-TRI: posição válvula de vent linha pilotos HRSG 11HAH,none
11HJA11CH101XG01_I_UTGB_PI09,UTE-TRI: status sensor de chama A queimador 01 queima suplementar HRSG 11HAH,none
11HJA11CH102XG01_I_UTGB_PI09,UTE-TRI: status sensor de chama B queimador 01 queima suplementar HRSG 11HAH,none
11HJA11CH103XG01_I_UTGB_PI09,UTE-TRI: status sensor de chama A queimador 02 queima suplementar HRSG 11HAH,none
11HJA11CH104XG01_I_UTGB_PI09,UTE-TRI: status sensor de chama B queimador 02 queima suplementar HRSG 11HAH,none
11HJA11CH105XG01_I_UTGB_PI09,UTE-TRI: status sensor de chama A queimador 03 queima suplementar HRSG 11HAH,none
11HJA11CH106XG01_I_UTGB_PI09,UTE-TRI: status sensor de chama B queimador 03 queima suplementar HRSG 11HAH,none
11HJA11CH107XG01_I_UTGB_PI09,UTE-TRI: status sensor de chama A queimador 04 queima suplementar HRSG 11HAH,none
11HJA11CH108XG01_I_UTGB_PI09,UTE-TRI: status sensor de chama B queimador 04 queima suplementar HRSG 11HAH,none
11HJA12AV012XB91_I_UTGB_PI09,UTE-TRI: status centelhador pilotos 1 e 2 queima suplementar HRSG 11HAH,none
11HJA12AV034XB91_I_UTGB_PI09,UTE-TRI: status centelhador pilotos 3 e 4 queima suplementar HRSG 11HAH,none
11HJA12CH001XG01_I_UTGB_PI09,UTE-TRI: status sensor de chama do ignitor 01 queima suplementar HRSG 11HAH,none
11HJA12CH002XG01_I_UTGB_PI09,UTE-TRI: status sensor de chama do ignitor 02 queima suplementar HRSG 11HAH,none
11HJA12CH003XG01_I_UTGB_PI09,UTE-TRI: status sensor de chama do ignitor 03 queima suplementar HRSG 11HAH,none
11HJA12CH004XG01_I_UTGB_PI09,UTE-TRI: status sensor de chama do ignitor 04 queima suplementar HRSG 11HAH,none
11HJL11AN001XB00_I_UTGB_PI09,UTE-TRI: status ventilador ar auxiliar queima suplementar 01 HRSG 11HAH,none
11HJL12AN001XB00_I_UTGB_PI09,UTE-TRI: status ventilador ar auxiliar queima suplementar 02 HRSG 11HAH,none
11HNA10CT001XQ50_I_UTGB_PI09,UTE-TRI: Temperatura dos Gases de Exaustão da TG Antes da Q.S.,°C
11HNA10CT002XQ50_I_UTGB_PI09,UTE-TRI: Temperatura dos Gases de Exaustão da TG Antes da Q.S.,°C
11LBA50CP001XQ50_I_UTGB_PI09,UTE-TRI: Pressão do Vapor Antes do Sincronismo das Caldeiras,bar
11LBA50CT001XQ50_I_UTGB_PI09,UTE-TRI: Temperatura do Vapor Antes do Sincronismo das Caldeira,°C
11LBA50DP100LL_I_UTGB_PI09,UTE-TRI: setpoint pressão bypass alta pressão - limite inferior caldeira 11,bar
11LBA50DP100UL_I_UTGB_PI09,UTE-TRI: setpoint pressão bypass alta pressão - limite superior caldeira 11,bar
11LBA50DP100XE04_I_UTGB_PI09,UTE-TRI: setpoint comandado pressão bypass alta pressão caldeira 11,bar
11LBA50DP100XE60_I_UTGB_PI09,UTE-TRI: setpoint pressão bypass alta pressão - medição principal caldeira 11,bar
11LBA50DP100XE61_I_UTGB_PI09,UTE-TRI: setpoint pressão bypass alta pressão - medição auxiliar caldeira 11,bar
11LCQ10CL001XQ50_I_UTGB_PI09,UTE-TRI: nível do tanque de blowdown caldeira 11 - canal 1,mm
11LCQ10CL002XQ50_I_UTGB_PI09,UTE-TRI: nível do tanque de blowdown caldeira 11 - canal 2,mm
11LCQ10CL003XQ50_I_UTGB_PI09,UTE-TRI: nível do tanque de blowdown caldeira 11 - canal 3,mm
11LCQ10CL901XJ60_I_UTGB_PI09,UTE-TRI: nível do tanque de blowdown (média 2 de 3) caldeira 11,mm
11MAN50AA002LL_I_UTGB_PI09,UTE-TRI: percentual abertura válvula condicionadora de vapor bypass alta pressão - limite inferior caldeira 11,%
11MAN50AA002UL_I_UTGB_PI09,UTE-TRI: percentual abertura válvula condicionadora de vapor bypass alta pressão - limite superior caldeira 11,%
11MAN50AA002XE04_I_UTGB_PI09,UTE-TRI: percentual efetivo abertura válvula condicionadora de vapor bypass alta pressão caldeira 11,%
11MAN50AA002XE05_I_UTGB_PI09,UTE-TRI: percentual abertura válvula condicionadora de vapor bypass alta pressão em automático caldeira 11,%
11MAN50AA002XE60_I_UTGB_PI09,UTE-TRI: pressão válvula condicionadora de vapor bypass alta pressão - medição principal caldeira 11,bar
11MAN50AA002XE61_I_UTGB_PI09,UTE-TRI: pressão válvula condicionadora de vapor bypass alta pressão - medição auxiliar caldeira 11,bar
11MAN50CP001XQ50_I_UTGB_PI09,UTE-TRI: Pressão na Saida da linha de by pass da Turbina a Vapor/entrada do condensador,bar
11MAN50CT001XQ50_I_UTGB_PI09,UTE-TRI: Temperatura na Saida da linha de by pass da Turbina a Vapor/entrada do cond.,°C
11MAN51AA001LL_I_UTGB_PI09,UTE-TRI: percentual abertura válvula injeção de água bypass alta pressão - limite inferior caldeira 11,%
11MAN51AA001UL_I_UTGB_PI09,UTE-TRI: percentual abertura válvula injeção de água bypass alta pressão - limite superior caldeira 11,%
11MAN51AA001XE04_I_UTGB_PI09,UTE-TRI: percentual efetivo abertura válvula injeção água bypass alta pressão caldeira 11,%
11MAN51AA001XE05_I_UTGB_PI09,UTE-TRI: percentual efetivo abertura válvula injeção água bypass alta pressão em automático caldeira 11,%
11MAN51AA001XE60_I_UTGB_PI09,UTE-TRI: vazão mássica válvula injeção água bypass alta pressão - medição principal caldeira 11,kg/s
11MAN51AA001XE61_I_UTGB_PI09,UTE-TRI: vazão mássica válvula injeção água bypass alta pressão - medição auxiliar caldeira 11,kg/s
11MAN51CF001XQ50_I_UTGB_PI09,UTE-TRI: vazão mássica injeção água bypass alta pressão caldeira 11,kg/s
11MBA30CP001XQ60_I_UTGB_PI09,UTE-TRI: pressão de saída da turbina - GT11 - 01,bar
11MBA30CP003XQ60_I_UTGB_PI09,UTE-TRI: pressão de saída da turbina - GT11 - 03,bar
11MBA30CP004XQ60_I_UTGB_PI09,UTE-TRI: pressão de saída da turbina - GT11 - 04,bar
11MBA30CS901XQ60_I_UTGB_PI09,UTE-TRI: rotação da turbina a gás,rpm
11MBA30CS901XU00_I_UTGB_PI09,UTE-TRI: status eixo parado TG 11MB,none
11MBA30CT011XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina GT11 - 011,°C
11MBA30CT012XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 12,°C
11MBA30CT013XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 13,°C
11MBA30CT021XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina GT11 - 021,°C
11MBA30CT022XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 22,°C
11MBA30CT023XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 23,°C
11MBA30CT031XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina GT11 - 031,°C
11MBA30CT032XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 32,°C
11MBA30CT033XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 33,°C
11MBA30CT041XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina GT11 - 041,°C
11MBA30CT042XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 42,°C
11MBA30CT043XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 43,°C
11MBA30CT051XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina GT11 - 051,°C
11MBA30CT052XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 52,°C
11MBA30CT053XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 53,°C
11MBA30CT061XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina GT11 - 061,°C
11MBA30CT062XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 62,°C
11MBA30CT063XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 63,°C
11MBA30CT071XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina GT11 - 071,°C
11MBA30CT072XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 72,°C
11MBA30CT073XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 73,°C
11MBA30CT081XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina GT11 - 081,°C
11MBA30CT082XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 82,°C
11MBA30CT083XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 83,°C
11MBA30CT091XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina GT11 - 091,°C
11MBA30CT092XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 92,°C
11MBA30CT093XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 93,°C
11MBA30CT101XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 01,°C
11MBA30CT102XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 02,°C
11MBA30CT103XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 03,°C
11MBA30CT901XQ60_I_UTGB_PI09,UTE-TRI: temperatura de saída da turbina  - GT11 - 901,°C
11MBA80CP007XQ60_I_UTGB_PI09,UTE-TRI: perda de carga na admissão de ar TG11: ponto 1,mbar
11MBA80CP008XQ60_I_UTGB_PI09,UTE-TRI: perda de carga na admissão de ar TG11: ponto 2,mbar
11MBA80CP016XQ60_I_UTGB_PI09,UTE-TRI: pressão na saída do compressor - GT11 - CP016,bar
11MBA80CP017XQ60_I_UTGB_PI09,UTE-TRI: pressão na saída do compressor - PK2,bar
11MBA80CP018XQ60_I_UTGB_PI09,UTE-TRI: pressão na saída do compressor - GT11 - 18,bar
11MBA80CP019XQ60_I_UTGB_PI09,UTE-TRI: pressão na saída do compressor - GT11 - 19,bar
11MBA80CP020XQ60_I_UTGB_PI09,UTE-TRI: pressão de descarga no quinto estágio do compressor TG 11,bar
11MBA80CT001XQ60_I_UTGB_PI09,UTE-TRI: temperatura depois o compressor GT11 - 001,°C
11MBA80CT002XQ60_I_UTGB_PI09,UTE-TRI: temperatura depois o compressor GT11 - 002,°C
11MBA80CT003XQ60_I_UTGB_PI09,UTE-TRI: temperatura depois o compressor GT11 - 003,°C
11MBA80CT004XQ60_I_UTGB_PI09,UTE-TRI: temperatura depois o compressor GT11 - 004,°C
11MBA81AA011XB02_I_UTGB_PI09,UTE-TRI: status de posição blow-off 1 stg 5 TG11 - 011,none
11MBA81AA011XQ60_I_UTGB_PI09,UTE-TRI: posição da válvula blow-off 1 stg 5 TG11 - 011,graus
11MBA81AA012XB02_I_UTGB_PI09,UTE-TRI: status de posição blow-off 2 stg 5 TG11 - 012,none
11MBA81AA012XQ60_I_UTGB_PI09,UTE-TRI: posição da válvula blow-off 2 stg 5 TG11 - 012,graus
11MBA81AA031XB02_I_UTGB_PI09,UTE-TRI: status de posição blow-off 1 stg 11 TG11 - 031,none
11MBA82AS011XJ01_I_UTGB_PI09,UTE-TRI: VIGV - referência,graus
11MBA82CG011XQ60_I_UTGB_PI09,UTE-TRI: VIGV 1 - medidor,graus
11MBA82CG012XQ60_I_UTGB_PI09,UTE-TRI: VIGV 2 - medidor,graus
11MBA82CG013XQ60_I_UTGB_PI09,UTE-TRI: VIGV 3 - medidor,graus
11MBA82CG021XQ60_I_UTGB_PI09,UTE-TRI: VIGV 1 - medidor,graus
11MBA82CG022XQ60_I_UTGB_PI09,UTE-TRI: VIGV 2 - medidor,graus
11MBA82CG023XQ60_I_UTGB_PI09,UTE-TRI: VIGV 3 - medidor,graus
11MBA82CG911XQ60_I_UTGB_PI09,UTE-TRI: VIGV 1 - referência,graus
11MBA82CG912XQ60_I_UTGB_PI09,UTE-TRI: VIGV 2 - referência,graus
11MBA82CG913XQ60_I_UTGB_PI09,UTE-TRI: VIGV 3 - referência,graus
11MBD10CY001XQ60_I_UTGB_PI09,UTE-TRI: vibração no pedestal da turbina V,mm/s
11MBD10CY002XQ60_I_UTGB_PI09,UTE-TRI: vibração no pedestal da turbina H,mm/s
11MBD11CT001XQ60_I_UTGB_PI09,UTE-TRI: temperatura radial do mancal da turbina,°C
11MBD11CT002XQ60_I_UTGB_PI09,UTE-TRI: temperatura radial do mancal da turbina,°C
11MBD11CY001XQ60_I_UTGB_PI09,UTE-TRI: vibração relativa do eixo da turbina X,µm pp
11MBD11CY002XQ60_I_UTGB_PI09,UTE-TRI: vibração relativa do eixo da turbina Y,µm pp
11MBD20CY001XQ60_I_UTGB_PI09,UTE-TRI: vibração no pedestal do compressor V,mm/s
11MBD20CY002XQ60_I_UTGB_PI09,UTE-TRI: vibração no pedestal do compressor H,mm/s
11MBD21CT001XQ60_I_UTGB_PI09,UTE-TRI: temperatura radial do mancal do compressor - GT11 - 01,°C
11MBD21CT002XQ60_I_UTGB_PI09,UTE-TRI: temperatura radial do mancal do compressor - GT11 - 02,°C
11MBD21CY001XQ60_I_UTGB_PI09,UTE-TRI: vibração relativa do eixo do compressor X,µm pp
11MBD21CY002XQ60_I_UTGB_PI09,UTE-TRI: vibração relativa do eixo do compressor Y,µm pp
11MBD22CT002XQ60_I_UTGB_PI09,UTE-TRI: temperatura axial do mancal do compressor 5h,°C
11MBD22CT003XQ60_I_UTGB_PI09,UTE-TRI: temperatura axial do mancal do compressor 8h,°C
11MBD22CT004XQ60_I_UTGB_PI09,UTE-TRI: temperatura axial do mancal do compressor 11h,°C
11MBD22CT005XQ60_I_UTGB_PI09,UTE-TRI: temperatura axial do mancal do compressor 2h,°C
11MBD22CT006XQ60_I_UTGB_PI09,UTE-TRI: temperatura axial do mancal do compressor SIDE 2h,°C
11MBD22CT007XQ60_I_UTGB_PI09,UTE-TRI: temperatura axial do mancal do compressor SIDE 5h,°C
11MBH10CT021XQ60_I_UTGB_PI09,UTE-TRI: temperatura do ar de selagem do mancal NDE TG11: ponto 1,°C
11MBH10CT022XQ60_I_UTGB_PI09,UTE-TRI: temperatura do ar de selagem do mancal NDE TG11: ponto 2,°C
11MBH32CP003XQ60_I_UTGB_PI09,UTE-TRI: pressão diferencial ar resfriamento rotor baixa pressão TG11,bar
11MBH33CP011XQ60_I_UTGB_PI09,UTE-TRI: pressão diferencial ar resfriamento rotor alta pressão TG11,bar
11MBH50CP001XQ60_I_UTGB_PI09,UTE-TRI: dif. de pressão do ventilador de exaustão do mancal de exaustão TG11 - 001,mbar
